Protein ID	Source	Chrom	Start	Novelty	Support	Category	Gene family	Length (aa)	Similarity to selected	Ingroup	Outgroup	TBLASTN	Gene	Product	Source of annotation	Pfam domains	C286 (in)	C287 (in)	C288 (in)	C289 (in)	C294 (in)	C298 (in)	clade01 (out)	clade02 (out)	clade03 (out)	clade04 (out)	clade05 (out)	clade06 (out)	clade07 (out)	clade08 (out)	clade01 (tblastn)	clade02 (tblastn)	clade03 (tblastn)	clade04 (tblastn)	clade05 (tblastn)	clade06 (tblastn)	clade07 (tblastn)	clade08 (tblastn)
C288:UHM1073.23039_R.bin.125|k141_223244_84	C288			yes	pairwise		EHM034720|EHA02359_bin.2_gene_247_4 (5)	321		5/6	0/8	0/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_223244_95	C288			yes	pairwise		EHM034674|EHA02355_bin.24_gene_41_5 (3)	432		5/6	0/8	0/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_227938_29	C288			yes	pairwise		STP248.12601_R.bin.118|k141_540405_79 (4)	251		5/6	0/8	2/8		Met_synt_B12	Pfam	Met_synt_B12	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
C288:UHM1073.23039_R.bin.125|k141_227938_30	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_246_2 (5)	337		5/6	0/8	0/8		URO-D	Pfam	URO-D	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_228062_126	C288			yes	pairwise		UHM1210.23070_R.bin.101|k141_102944_1 (2)	2886		5/6	0/8	1/8		DUF8711,Rod_CreS,TPS	Pfam	DUF8711,Rod_CreS,TPS	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
C288:UHM1073.23039_R.bin.125|k141_228062_76	C288			yes	pairwise		STP248.12601_R.bin.118|k141_962093_4 (4)	957		5/6	0/8	0/8		AP_endonuc_2,DUF1349,Glyco_hydro_36N	Pfam	AP_endonuc_2,DUF1349,Glyco_hydro_36N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_228062_91	C288			yes	pairwise		EHM034720|EHA02359_bin.2_gene_254_20 (5)	101		5/6	0/8	0/8		Oleosin	Pfam	Oleosin	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_248016_9	C288			yes	pairwise			53		5/6	0/8	4/8		Autotransporter	Pfam	Autotransporter	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0
C288:UHM1073.23039_R.bin.125|k141_27918_10	C288			yes	pairwise		EHM034720|EHA02359_bin.2_gene_186_7 (5)	747		5/6	0/8	0/8		BAAT_C,BD-FAE,DLH,DPPIV_N,Esterase,Hydrolase_4,PD40,Peptidase_S15,Peptidase_S9,PKD,Tricorn_N	Pfam	BAAT_C,BD-FAE,DLH,DPPIV_N,Esterase,Hydrolase_4,PD40,Peptidase_S15,Peptidase_S9,PKD,Tricorn_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_27918_71	C288			yes	pairwise		UHM1073.23039_R.bin.125|k141_27918_71 (3)	218		5/6	0/8	1/8		protein-tyrosine-phosphatase	ModelOrg_C288	BU584_C,CpsB_CapC,DUF8523	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_293949_31	C288			yes	pairwise			500		5/6	0/8	3/8		Terpene cyclase/mutase family protein	ModelOrg_C288	Pec_lyase,SQHop_cyclase_C,SQHop_cyclase_N,Ulvan_lyase_N	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
C288:UHM1073.23039_R.bin.125|k141_293949_48	C288			yes	pairwise		EHM034720|EHA02359_bin.2_gene_55_23 (7)	1008		5/6	0/8	2/8		Formylglycine-generating enzyme family protein	ModelOrg_C288	CBM_35,Cytochrome_C7,Cytochrome_CBB3,Cytochrom_C,HZS_alpha,Paired_CXXCH_1,PD40,Tricorn_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
C288:UHM1073.23039_R.bin.125|k141_293949_56	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_206_18 (3)	436		5/6	0/8	4/8		Squalene cyclase C-terminal domain-containing protein	ModelOrg_C288	DUF829,SQHop_cyclase_C,SQHop_cyclase_N,TED_complement	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0
C288:UHM1073.23039_R.bin.125|k141_293949_58	C288			yes	pairwise		UHM1073.23039_R.bin.125|k141_293949_58 (2)	505		5/6	0/8	8/8		Peptidase M60 domain-containing protein	ModelOrg_C288	DUF6055,M60-like_N,Peptidase_M60	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C288:UHM1073.23039_R.bin.125|k141_311317_145	C288			yes	pairwise		EHM034674|EHA02355_bin.24_gene_114_7 (3)	148		5/6	0/8	0/8		Myb_DNA-bind_4,N_methyl,T2SSG	Pfam	Myb_DNA-bind_4,N_methyl,T2SSG	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_311317_146	C288			yes	pairwise		EHM034674|EHA02355_bin.24_gene_114_6 (5)	177		5/6	0/8	0/8		LidA_Long_CC,N_methyl	Pfam	LidA_Long_CC,N_methyl	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_311317_147	C288			yes	pairwise		STP248.12601_R.bin.118|k141_540405_51 (5)	150		5/6	0/8	0/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_311317_148	C288			yes	pairwise		STP248.12601_R.bin.118|k141_540405_52 (5)	292		5/6	0/8	0/8		N_methyl,Sigma_reg_N	Pfam	N_methyl,Sigma_reg_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_311317_149	C288			yes	pairwise		EHM034674|EHA02355_bin.24_gene_114_3 (5)	294		5/6	0/8	0/8		T2SSK_1st	Pfam	T2SSK_1st	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_311317_150	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_219_2 (5)	426		5/6	0/8	0/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_311317_151	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_219_3 (2)	222		5/6	0/8	0/8		T2SSM_N	Pfam	T2SSM_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_311317_19	C288			yes	pairwise		STP248.12601_R.bin.118|k141_540405_48 (4)	377		5/6	0/8	0/8		Gln-synt_C,Gln-synt_N	Pfam	Gln-synt_C,Gln-synt_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_311317_53	C288			yes	pairwise		UHM1210.23070_R.bin.101|k141_44701_65 (5)	285		5/6	0/8	0/8		SGL,Str_synth,TP_0783,Vgb_lyase	Pfam	SGL,Str_synth,TP_0783,Vgb_lyase	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_311317_90	C288			yes	pairwise		UHM1210.23070_R.bin.101|k141_102944_12 (5)	213		5/6	0/8	2/8		LacI,TetR_C_2,TetR_N	Pfam	LacI,TetR_C_2,TetR_N	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
C288:UHM1073.23039_R.bin.125|k141_311317_97	C288			yes	pairwise		UHM1210.23070_R.bin.101|k141_1015956_32 (5)	289		5/6	0/8	0/8		DUF6113,Form_Nir_trans	Pfam	DUF6113,Form_Nir_trans	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_32380_101	C288			yes	pairwise		EHM034720|EHA02359_bin.2_gene_150_11 (4)	94		5/6	0/8	4/8		CCDC192,DUF6687,DUF8520,Exonuc_VII_S,KxDL,NBAS_11th,Rod_CreS,V_ATPase_I	Pfam	CCDC192,DUF6687,DUF8520,Exonuc_VII_S,KxDL,NBAS_11th,Rod_CreS,V_ATPase_I	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0
C288:UHM1073.23039_R.bin.125|k141_327978_105	C288			yes	pairwise			73		5/6	0/8	3/8		Putative cytochrome c	ModelOrg_C288	Cytochrome_C7,Mtrc-MtrF_II-IV_dom	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
C288:UHM1073.23039_R.bin.125|k141_327978_110	C288			yes	pairwise		UHM1210.23070_R.bin.101|k141_1014015_36 (5)	234		5/6	0/8	0/8		HAD_2,Hydrolase,Hydrolase_like	Pfam	HAD_2,Hydrolase,Hydrolase_like	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_327978_140	C288			yes	pairwise		UHM1073.23039_R.bin.125|k141_327978_140 (5)	170		5/6	0/8	6/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1
C288:UHM1073.23039_R.bin.125|k141_327978_18	C288			yes	pairwise		EHM034720|EHA02359_bin.2_gene_113_10 (4)	301		5/6	0/8	3/8		BBP1_C,DUF6262,GLV_propep,rSAM_modified_put,WDR18_C,ZapB	Pfam	BBP1_C,DUF6262,GLV_propep,rSAM_modified_put,WDR18_C,ZapB	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
C288:UHM1073.23039_R.bin.125|k141_327978_55	C288			yes	pairwise		EHM034674|EHA02355_bin.24_gene_66_8 (5)	116		5/6	0/8	0/8		DUF2344,P-II,Ribosomal_bL9m_C	Pfam	DUF2344,P-II,Ribosomal_bL9m_C	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_327978_80	C288			yes	pairwise		UHM1210.23070_R.bin.101|k141_1135903_31 (5)	195		5/6	0/8	0/8					1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_333189_18	C288			yes	pairwise		EHM034674|EHA02355_bin.24_gene_23_2 (2)	138		5/6	0/8	2/8		PEGA	Pfam	PEGA	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
C288:UHM1073.23039_R.bin.125|k141_333189_4	C288			yes	pairwise		EHM034674|EHA02355_bin.24_gene_156_7 (7)	464		5/6	0/8	0/8		HEAT_2,SH3_4	Pfam	HEAT_2,SH3_4	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_334212_8	C288			yes	pairwise		EHM034720|EHA02359_bin.2_gene_190_8 (13)	744		5/6	0/8	0/8		FlbD,Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C	Pfam	FlbD,Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_405036_12	C288			yes	pairwise		EHM034674|EHA02355_bin.24_gene_92_7 (3)	496		5/6	0/8	2/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
C288:UHM1073.23039_R.bin.125|k141_405036_61	C288			yes	pairwise		UHM1073.23039_R.bin.125|k141_405036_61 (2)	170		5/6	0/8	3/8		Acetyltransf_1,Acetyltransf_10,Acetyltransf_7,Acetyltransf_9,DUF1999	Pfam	Acetyltransf_1,Acetyltransf_10,Acetyltransf_7,Acetyltransf_9,DUF1999	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
C288:UHM1073.23039_R.bin.125|k141_42250_27	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_55_33 (5)	175		5/6	0/8	8/8		HTH_16,Sel1,Ta0938,TPR_27,TPR_6,VIT	Pfam	HTH_16,Sel1,Ta0938,TPR_27,TPR_6,VIT	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C288:UHM1073.23039_R.bin.125|k141_475898_46	C288			yes	pairwise		UHM1210.23070_R.bin.101|k141_1318991_57 (3)	236		5/6	0/8	8/8		Sel1,TPR_16,TPR_27	Pfam	Sel1,TPR_16,TPR_27	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C288:UHM1073.23039_R.bin.125|k141_475898_57	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_87_13 (3)	111		5/6	0/8	0/8					1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_490033_142	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_229_4 (4)	266		5/6	0/8	8/8		Uncharacterized oxidoreductase YghA	ModelOrg_C288	adh_short,adh_short_C2,DUF1776,KR,SDR	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C288:UHM1073.23039_R.bin.125|k141_490033_143	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_229_5 (5)	281		5/6	0/8	0/8		DUF5621,KduI,VIT	Pfam	DUF5621,KduI,VIT	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_490033_160	C288			yes	pairwise		EHM034674|EHA02355_bin.24_gene_131_14 (4)	256		5/6	0/8	0/8		7TM_GPCR_Sra,Piezo_TM1-24,SID-1_RNA_chan,Zip	Pfam	7TM_GPCR_Sra,Piezo_TM1-24,SID-1_RNA_chan,Zip	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_490033_162	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_166_2 (5)	475		5/6	0/8	0/8		2-Hacid_dh_C,6PGD,DUF7280,NAD_binding_11,NAD_binding_2	Pfam	2-Hacid_dh_C,6PGD,DUF7280,NAD_binding_11,NAD_binding_2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_490033_174	C288			yes	pairwise		EHM034674|EHA02355_bin.24_gene_242_3 (3)	165		5/6	0/8	0/8		Cyclophil_like,Cyclophil_like2	Pfam	Cyclophil_like,Cyclophil_like2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_490033_42	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_279_2 (3)	299		5/6	0/8	6/8		DUF4815,OMP_b-brl,UCP029691	Pfam	DUF4815,OMP_b-brl,UCP029691	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1
C288:UHM1073.23039_R.bin.125|k141_490033_44	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_251_2 (5)	519		5/6	0/8	0/8		G6PD_C,G6PD_N	Pfam	G6PD_C,G6PD_N	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_490033_45	C288			yes	pairwise		EHM034674|EHA02355_bin.24_gene_45_1 (5)	355		5/6	0/8	0/8		OpcA_G6PD_assem,OpcA_G6PD_C	Pfam	OpcA_G6PD_assem,OpcA_G6PD_C	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_490033_80	C288			yes	pairwise		EHM034720|EHA02359_bin.2_gene_152_8 (5)	670		5/6	0/8	0/8		Endotoxin_C2,HEAT_Nup120,Toprim_3	Pfam	Endotoxin_C2,HEAT_Nup120,Toprim_3	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_515361_126	C288			yes	pairwise		UHM1210.23070_R.bin.101|k141_35550_9 (2)	150		5/6	0/8	6/8		NUDIX,NUDIX_4,Nudt16-like	Pfam	NUDIX,NUDIX_4,Nudt16-like	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1
C288:UHM1073.23039_R.bin.125|k141_515361_128	C288			yes	pairwise		EHM034720|EHA02359_bin.2_gene_122_1 (4)	277		5/6	0/8	0/8		Endonuclease/exonuclease/phosphatase	ModelOrg_C288	Exo_endo_phos,Exo_endo_phos_2,Exo_endo_phos_PGAP2IP	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_515361_16	C288			yes	pairwise		STP248.12601_R.bin.118|k141_540405_63 (5)	692		5/6	0/8	5/8		OMP_b-brl_3,Plug,TonB_dep_Rec_b-barrel	Pfam	OMP_b-brl_3,Plug,TonB_dep_Rec_b-barrel	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0
C288:UHM1073.23039_R.bin.125|k141_515361_25	C288			yes	pairwise		EHM034674|EHA02355_bin.24_gene_58_23 (2)	336		5/6	0/8	0/8		AhpC-TSA,Redoxin,Thioredoxin_2,Thioredoxin_8	Pfam	AhpC-TSA,Redoxin,Thioredoxin_2,Thioredoxin_8	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_515361_39	C288			yes	pairwise		UHM1210.23070_R.bin.101|k141_983138_33 (5)	180		5/6	0/8	0/8		Cytomega_gL,DUF2017	Pfam	Cytomega_gL,DUF2017	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_515361_83	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_62_26 (5)	376		5/6	0/8	0/8		Arylesterase,Beta-prop_Rol-3,Big_1,NHL,SGL,SSL_N,TrAA12	Pfam	Arylesterase,Beta-prop_Rol-3,Big_1,NHL,SGL,SSL_N,TrAA12	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_515361_94	C288			yes	pairwise		STP248.12601_R.bin.118|k141_642822_6 (3)	916		5/6	0/8	0/8		ACT,ACT_4,ACT_ACR9_3rd,ACT_ACR_D1,bHLH-TF_ACT-like_plant,GlnD_3rd,GlnD_UR_UTase,GlnE,Myb_DNA-bind_3,Myb_DNA-bind_4,NTP_transf_2	Pfam	ACT,ACT_4,ACT_ACR9_3rd,ACT_ACR_D1,bHLH-TF_ACT-like_plant,GlnD_3rd,GlnD_UR_UTase,GlnE,Myb_DNA-bind_3,Myb_DNA-bind_4,NTP_transf_2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_516198_18	C288			yes	pairwise		STP248.12601_R.bin.118|k141_483842_37 (12)	491		5/6	0/8	0/8		ABC_transp_aux,DUF2194,DUF4350,DUF7408,IFT52_GIFT	Pfam	ABC_transp_aux,DUF2194,DUF4350,DUF7408,IFT52_GIFT	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_516198_36	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_179_2 (5)	746		5/6	0/8	0/8		Glycosyl hydrolase family 88	ModelOrg_C288	ACBP,DUF4861,Glyco_hydro_88	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_516198_57	C288			yes	pairwise		STP248.12601_R.bin.118|k141_417709_118 (5)	139		5/6	0/8	2/8	fluC	Fluoride-specific ion channel FluC	ModelOrg_C288	CRCB,DUF1420	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
C288:UHM1073.23039_R.bin.125|k141_519366_19	C288			yes	pairwise		UHM1210.23070_R.bin.101|k141_35550_100 (5)	194		5/6	0/8	0/8		AhpC-TSA,Redoxin,Thioredoxin_2,Thioredoxin_8	Pfam	AhpC-TSA,Redoxin,Thioredoxin_2,Thioredoxin_8	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_58351_76	C288			yes	pairwise		UHM1210.23070_R.bin.101|k141_692359_19 (5)	147		5/6	0/8	0/8		Phage_holin_3_6	Pfam	Phage_holin_3_6	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_594944_41	C288			yes	pairwise			490		5/6	0/8	1/8		Glycosyl transferase, family 31	ModelOrg_C288	DUF6048,Fringe,Galactosyl_T,Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_610428_12	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_156_10 (5)	217		5/6	0/8	3/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
C294:UHM1210.23070_R.bin.101|k141_1014015_36	C294			yes	pairwise		UHM1210.23070_R.bin.101|k141_1014015_36 (5)	232		5/6	0/8	0/8		Acid_PPase,HAD_2,Hydrolase,Hydrolase_like	Pfam	Acid_PPase,HAD_2,Hydrolase,Hydrolase_like	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_1015956_23	C294			yes	pairwise		STP248.12601_R.bin.118|k141_771786_39 (6)	274		5/6	0/8	0/8		AHSA1,DUF432	Pfam	AHSA1,DUF432	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_1015956_32	C294			yes	pairwise		UHM1210.23070_R.bin.101|k141_1015956_32 (5)	282		5/6	0/8	0/8		DUF6113,Form_Nir_trans	Pfam	DUF6113,Form_Nir_trans	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_102944_1	C294			yes	pairwise		UHM1210.23070_R.bin.101|k141_102944_1 (2)	2912		5/6	0/8	1/8		DUF6998,TPS	Pfam	DUF6998,TPS	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
C294:UHM1210.23070_R.bin.101|k141_102944_12	C294			yes	pairwise		UHM1210.23070_R.bin.101|k141_102944_12 (5)	217		5/6	0/8	2/8		RNA_binding,TetR_C_11,TetR_C_17,TetR_C_2,TetR_N	Pfam	RNA_binding,TetR_C_11,TetR_C_17,TetR_C_2,TetR_N	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
C294:UHM1210.23070_R.bin.101|k141_102944_17	C294			yes	pairwise			561		5/6	0/8	7/8		AAA_22,Aegyptin_C,IPGAL2_N,MG280,Microp_apicomplexa,MMR_HSR1,Roc	Pfam	AAA_22,Aegyptin_C,IPGAL2_N,MG280,Microp_apicomplexa,MMR_HSR1,Roc	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1
C294:UHM1210.23070_R.bin.101|k141_1066781_21	C294			yes	pairwise			179		5/6	0/8	7/8		Recombination protein O RecO	ModelOrg_C294	RecO_C,RecO_N	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1
C294:UHM1210.23070_R.bin.101|k141_1066781_39	C294			yes	pairwise			180		5/6	0/8	8/8		CcmH,DUF3951,DUF4381,Peptidase_M56,TM_ErbB1	Pfam	CcmH,DUF3951,DUF4381,Peptidase_M56,TM_ErbB1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C294:UHM1210.23070_R.bin.101|k141_1135903_31	C294			yes	pairwise		UHM1210.23070_R.bin.101|k141_1135903_31 (5)	193		5/6	0/8	0/8					1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_1193549_13	C294			yes	pairwise		STP248.12601_R.bin.118|k141_520429_36 (4)	322		5/6	0/8	0/8		Asp_protease_2,gag-asp_proteas,PE-PGRS_C,RVP	Pfam	Asp_protease_2,gag-asp_proteas,PE-PGRS_C,RVP	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_1193549_19	C294			yes	pairwise		EHM034692|EHA02331_bin.15_gene_166_2 (5)	477		5/6	0/8	0/8		2-Hacid_dh_C,3HCDH_N,6PGD,NAD_binding_2,Shikimate_DH	Pfam	2-Hacid_dh_C,3HCDH_N,6PGD,NAD_binding_2,Shikimate_DH	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_1193549_39	C294			yes	pairwise		EHM034692|EHA02331_bin.15_gene_71_3 (4)	215		5/6	0/8	8/8		Superoxide dismutase	ModelOrg_C294	NDUF_B6,Peptidase_M3,Sod_Fe_C,Sod_Fe_N	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C294:UHM1210.23070_R.bin.101|k141_1193549_43	C294			yes	pairwise		EHM034720|EHA02359_bin.2_gene_254_20 (5)	99		5/6	0/8	0/8					1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_1275766_89	C294			yes	pairwise		EHM034674|EHA02355_bin.24_gene_45_1 (5)	362		5/6	0/8	0/8		OpcA_G6PD_assem,OpcA_G6PD_C	Pfam	OpcA_G6PD_assem,OpcA_G6PD_C	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_1275766_90	C294			yes	pairwise		EHM034692|EHA02331_bin.15_gene_251_2 (5)	517		5/6	0/8	0/8		G6PD_C,G6PD_N,Ribonuc_red_2_N	Pfam	G6PD_C,G6PD_N,Ribonuc_red_2_N	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
